nohup: ignoring input
Files already downloaded and verified
Files already downloaded and verified
Epoch 1, lr 0.100000
15:29:16 train - loss: 1.5612, acc: 0.5596
15:29:24 valid - loss: 0.5656, acc: 0.8676
Epoch 25, lr 0.199723
15:31:43 train - loss: 1.5388, acc: 0.5696
15:31:51 valid - loss: 0.5507, acc: 0.8589
Epoch 26, lr 0.199682
15:34:11 train - loss: 1.5407, acc: 0.5695
15:34:20 valid - loss: 0.7061, acc: 0.8792
Epoch 27, lr 0.199638
15:36:39 train - loss: 1.5216, acc: 0.5771
15:36:47 valid - loss: 0.5766, acc: 0.8875
Epoch 28, lr 0.199591
15:39:06 train - loss: 1.5232, acc: 0.5773
15:39:14 valid - loss: 0.4229, acc: 0.8830
Epoch 29, lr 0.199541
15:41:33 train - loss: 1.4840, acc: 0.5959
15:41:41 valid - loss: 0.6008, acc: 0.8820
Epoch 30, lr 0.199489
15:44:00 train - loss: 1.5044, acc: 0.5854
15:44:08 valid - loss: 0.6208, acc: 0.8923
Epoch 31, lr 0.199434
15:46:26 train - loss: 1.4747, acc: 0.6022
15:46:35 valid - loss: 0.6340, acc: 0.8922
Epoch 32, lr 0.199376
15:48:53 train - loss: 1.4716, acc: 0.5996
15:49:01 valid - loss: 0.6737, acc: 0.8710
Epoch 33, lr 0.199315
15:51:20 train - loss: 1.4858, acc: 0.5946
15:51:28 valid - loss: 0.4653, acc: 0.8958
Epoch 34, lr 0.199252
15:53:46 train - loss: 1.4704, acc: 0.5994
15:53:55 valid - loss: 0.4728, acc: 0.8791
Epoch 35, lr 0.199185
15:56:13 train - loss: 1.4205, acc: 0.6226
15:56:22 valid - loss: 0.5836, acc: 0.9016
Epoch 36, lr 0.199116
15:58:40 train - loss: 1.4749, acc: 0.5961
15:58:48 valid - loss: 0.3989, acc: 0.9017
Epoch 37, lr 0.199044
16:01:07 train - loss: 1.4400, acc: 0.6135
16:01:15 valid - loss: 0.4747, acc: 0.8946
Epoch 38, lr 0.198969
16:03:33 train - loss: 1.4324, acc: 0.6153
16:03:42 valid - loss: 0.5081, acc: 0.8959
Epoch 39, lr 0.198892
16:06:01 train - loss: 1.4614, acc: 0.5999
16:06:09 valid - loss: 0.5004, acc: 0.8966
Epoch 40, lr 0.198811
16:08:28 train - loss: 1.4236, acc: 0.6196
16:08:36 valid - loss: 0.4603, acc: 0.8915
Epoch 41, lr 0.198728
16:10:54 train - loss: 1.4061, acc: 0.6275
16:11:03 valid - loss: 0.4075, acc: 0.8978
Epoch 42, lr 0.198642
16:13:21 train - loss: 1.4826, acc: 0.5901
16:13:29 valid - loss: 0.6237, acc: 0.8997
Epoch 43, lr 0.198553
16:15:48 train - loss: 1.4630, acc: 0.5990
16:15:56 valid - loss: 0.3699, acc: 0.9058
Epoch 44, lr 0.198462
16:18:15 train - loss: 1.4354, acc: 0.6132
16:18:23 valid - loss: 0.5815, acc: 0.9122
Epoch 45, lr 0.198367
16:20:41 train - loss: 1.4430, acc: 0.6078
16:20:49 valid - loss: 0.5403, acc: 0.9138
Epoch 46, lr 0.198270
16:23:08 train - loss: 1.4465, acc: 0.6065
16:23:16 valid - loss: 0.5788, acc: 0.9025
Epoch 47, lr 0.198170
16:25:35 train - loss: 1.4242, acc: 0.6196
16:25:43 valid - loss: 0.4001, acc: 0.9166
Epoch 48, lr 0.198067
16:28:02 train - loss: 1.4217, acc: 0.6204
16:28:10 valid - loss: 0.6028, acc: 0.9024
Epoch 49, lr 0.197962
16:30:29 train - loss: 1.4268, acc: 0.6141
16:30:37 valid - loss: 0.6118, acc: 0.9146
Epoch 50, lr 0.197854
16:32:56 train - loss: 1.4531, acc: 0.6008
16:33:04 valid - loss: 0.5786, acc: 0.9033
Epoch 51, lr 0.197743
16:35:23 train - loss: 1.4170, acc: 0.6201
16:35:31 valid - loss: 0.5103, acc: 0.9084
Epoch 52, lr 0.197629
16:37:50 train - loss: 1.4023, acc: 0.6269
16:37:58 valid - loss: 0.5485, acc: 0.9071
Epoch 53, lr 0.197512
16:40:17 train - loss: 1.4147, acc: 0.6169
16:40:25 valid - loss: 0.4316, acc: 0.9114
Epoch 54, lr 0.197393
16:42:44 train - loss: 1.4292, acc: 0.6126
16:42:52 valid - loss: 0.6431, acc: 0.9112
Epoch 55, lr 0.197271
16:45:10 train - loss: 1.4129, acc: 0.6205
16:45:19 valid - loss: 0.4790, acc: 0.9115
Epoch 56, lr 0.197146
16:47:37 train - loss: 1.3997, acc: 0.6259
16:47:46 valid - loss: 0.6697, acc: 0.8964
Epoch 57, lr 0.197018
16:50:04 train - loss: 1.4011, acc: 0.6269
16:50:12 valid - loss: 0.4071, acc: 0.8893
Epoch 58, lr 0.196888
16:52:31 train - loss: 1.4480, acc: 0.6012
16:52:39 valid - loss: 0.5798, acc: 0.9191
Epoch 59, lr 0.196755
16:54:59 train - loss: 1.4004, acc: 0.6248
16:55:07 valid - loss: 0.4411, acc: 0.9075
Epoch 60, lr 0.196619
16:57:25 train - loss: 1.4155, acc: 0.6161
16:57:34 valid - loss: 0.3747, acc: 0.9168
Epoch 61, lr 0.196480
16:59:52 train - loss: 1.4508, acc: 0.6006
17:00:00 valid - loss: 0.4863, acc: 0.9243
Epoch 62, lr 0.196339
17:02:19 train - loss: 1.4122, acc: 0.6175
17:02:27 valid - loss: 0.3558, acc: 0.9128
Epoch 63, lr 0.196195
17:04:45 train - loss: 1.3728, acc: 0.6388
17:04:54 valid - loss: 0.4119, acc: 0.9302
Epoch 64, lr 0.196048
17:07:12 train - loss: 1.3971, acc: 0.6304
17:07:20 valid - loss: 0.5477, acc: 0.9172
Epoch 65, lr 0.195899
17:09:39 train - loss: 1.3965, acc: 0.6271
17:09:47 valid - loss: 0.6631, acc: 0.9183
Epoch 66, lr 0.195746
17:12:05 train - loss: 1.4355, acc: 0.6091
17:12:13 valid - loss: 0.5933, acc: 0.9140
Epoch 67, lr 0.195592
17:14:32 train - loss: 1.4346, acc: 0.6066
17:14:40 valid - loss: 0.6312, acc: 0.9056
Epoch 68, lr 0.195434
17:16:59 train - loss: 1.3534, acc: 0.6457
17:17:07 valid - loss: 0.4989, acc: 0.9208
Epoch 69, lr 0.195274
17:19:26 train - loss: 1.3845, acc: 0.6312
17:19:34 valid - loss: 0.3594, acc: 0.9217
Epoch 70, lr 0.195111
17:21:53 train - loss: 1.3951, acc: 0.6241
17:22:02 valid - loss: 0.5012, acc: 0.9144
Epoch 71, lr 0.194945
17:24:20 train - loss: 1.3950, acc: 0.6252
17:24:28 valid - loss: 0.3598, acc: 0.9165
Epoch 72, lr 0.194776
17:26:47 train - loss: 1.4136, acc: 0.6174
17:26:55 valid - loss: 0.3990, acc: 0.9308
Epoch 73, lr 0.194605
17:29:14 train - loss: 1.3945, acc: 0.6267
17:29:22 valid - loss: 0.5394, acc: 0.9161
Epoch 74, lr 0.194432
17:31:41 train - loss: 1.3926, acc: 0.6259
17:31:49 valid - loss: 0.4306, acc: 0.9162
Epoch 75, lr 0.194255
17:34:07 train - loss: 1.4083, acc: 0.6192
17:34:16 valid - loss: 0.4586, acc: 0.9281
Epoch 76, lr 0.194076
17:36:34 train - loss: 1.3880, acc: 0.6268
17:36:42 valid - loss: 0.6917, acc: 0.9127
Epoch 77, lr 0.193894
17:39:01 train - loss: 1.3453, acc: 0.6487
17:39:09 valid - loss: 0.3640, acc: 0.9116
Epoch 78, lr 0.193710
17:41:28 train - loss: 1.4310, acc: 0.6070
17:41:36 valid - loss: 0.4431, acc: 0.9276
Epoch 79, lr 0.193523
17:43:56 train - loss: 1.4055, acc: 0.6191
17:44:04 valid - loss: 0.5684, acc: 0.9235
Epoch 80, lr 0.193333
17:46:23 train - loss: 1.3748, acc: 0.6349
17:46:31 valid - loss: 0.6690, acc: 0.9196
Epoch 81, lr 0.193140
17:48:50 train - loss: 1.3743, acc: 0.6350
17:48:58 valid - loss: 0.5382, acc: 0.9251
Epoch 82, lr 0.192945
17:51:16 train - loss: 1.3667, acc: 0.6388
17:51:25 valid - loss: 0.5702, acc: 0.9145
Epoch 83, lr 0.192748
17:53:43 train - loss: 1.3711, acc: 0.6370
17:53:51 valid - loss: 0.3470, acc: 0.9310
Epoch 84, lr 0.192548
17:56:10 train - loss: 1.3315, acc: 0.6575
17:56:18 valid - loss: 0.2968, acc: 0.9254
Epoch 85, lr 0.192345
17:58:37 train - loss: 1.3676, acc: 0.6392
17:58:45 valid - loss: 0.3224, acc: 0.9260
Epoch 86, lr 0.192139
18:01:03 train - loss: 1.4171, acc: 0.6137
18:01:12 valid - loss: 0.6766, acc: 0.9082
Epoch 87, lr 0.191931
18:03:30 train - loss: 1.3912, acc: 0.6249
18:03:38 valid - loss: 0.5599, acc: 0.9234
Epoch 88, lr 0.191720
18:05:57 train - loss: 1.3930, acc: 0.6232
18:06:05 valid - loss: 0.2983, acc: 0.9273
Epoch 89, lr 0.191507
18:08:24 train - loss: 1.4054, acc: 0.6190
18:08:32 valid - loss: 0.4406, acc: 0.9305
Epoch 90, lr 0.191291
18:10:51 train - loss: 1.3778, acc: 0.6280
18:10:59 valid - loss: 0.5144, acc: 0.9280
Epoch 91, lr 0.191072
18:13:18 train - loss: 1.3682, acc: 0.6345
18:13:26 valid - loss: 0.3424, acc: 0.9276
Epoch 92, lr 0.190851
18:15:44 train - loss: 1.3735, acc: 0.6323
18:15:53 valid - loss: 0.3906, acc: 0.9253
Epoch 93, lr 0.190628
18:18:11 train - loss: 1.3751, acc: 0.6328
18:18:20 valid - loss: 0.4432, acc: 0.9277
Epoch 94, lr 0.190401
18:20:38 train - loss: 1.3769, acc: 0.6283
18:20:47 valid - loss: 0.5747, acc: 0.9262
Epoch 95, lr 0.190173
18:23:05 train - loss: 1.3647, acc: 0.6363
18:23:14 valid - loss: 0.3266, acc: 0.9259
Epoch 96, lr 0.189941
18:25:34 train - loss: 1.3735, acc: 0.6310
18:25:43 valid - loss: 0.6011, acc: 0.9288
Epoch 97, lr 0.189707
18:28:02 train - loss: 1.3730, acc: 0.6326
18:28:11 valid - loss: 0.5877, acc: 0.9202
Epoch 98, lr 0.189471
18:30:31 train - loss: 1.3504, acc: 0.6456
18:30:39 valid - loss: 0.3792, acc: 0.9315
Epoch 99, lr 0.189232
18:33:00 train - loss: 1.3392, acc: 0.6481
18:33:08 valid - loss: 0.3280, acc: 0.9371
Epoch 100, lr 0.188990
18:35:28 train - loss: 1.3466, acc: 0.6443
18:35:37 valid - loss: 0.5695, acc: 0.9264
Epoch 101, lr 0.188746
18:37:57 train - loss: 1.3429, acc: 0.6474
18:38:05 valid - loss: 0.4229, acc: 0.9354
Epoch 102, lr 0.188500
18:40:24 train - loss: 1.3488, acc: 0.6443
18:40:33 valid - loss: 0.3319, acc: 0.9327
Epoch 103, lr 0.188251
18:42:52 train - loss: 1.3703, acc: 0.6327
18:43:01 valid - loss: 0.3192, acc: 0.9196
Epoch 104, lr 0.187999
18:45:21 train - loss: 1.3669, acc: 0.6327
18:45:29 valid - loss: 0.4224, acc: 0.9310
Epoch 105, lr 0.187745
18:47:49 train - loss: 1.3690, acc: 0.6332
18:47:57 valid - loss: 0.4846, acc: 0.9336
Epoch 106, lr 0.187489
18:50:17 train - loss: 1.3479, acc: 0.6443
18:50:25 valid - loss: 0.5615, acc: 0.9254
Epoch 107, lr 0.187230
18:52:44 train - loss: 1.3664, acc: 0.6349
18:52:53 valid - loss: 0.3706, acc: 0.9288
Epoch 108, lr 0.186968
18:55:12 train - loss: 1.3668, acc: 0.6343
18:55:20 valid - loss: 0.4790, acc: 0.9288
Epoch 109, lr 0.186704
18:57:39 train - loss: 1.3696, acc: 0.6318
18:57:48 valid - loss: 0.4997, acc: 0.9170
Epoch 110, lr 0.186438
19:00:08 train - loss: 1.3325, acc: 0.6516
19:00:16 valid - loss: 0.5383, acc: 0.9278
Epoch 111, lr 0.186169
19:02:37 train - loss: 1.3607, acc: 0.6352
19:02:45 valid - loss: 0.6320, acc: 0.9192
Epoch 112, lr 0.185898
19:05:04 train - loss: 1.3602, acc: 0.6349
19:05:12 valid - loss: 0.5697, acc: 0.9264
Epoch 113, lr 0.185624
19:07:31 train - loss: 1.3223, acc: 0.6556
19:07:39 valid - loss: 0.4687, acc: 0.9241
Epoch 114, lr 0.185348
19:09:58 train - loss: 1.3238, acc: 0.6542
19:10:06 valid - loss: 0.4276, acc: 0.9352
Epoch 115, lr 0.185070
19:12:25 train - loss: 1.3396, acc: 0.6474
19:12:33 valid - loss: 0.3141, acc: 0.9320
Epoch 116, lr 0.184789
19:14:53 train - loss: 1.3755, acc: 0.6301
19:15:01 valid - loss: 0.3261, acc: 0.9321
Epoch 117, lr 0.184505
19:17:19 train - loss: 1.3222, acc: 0.6570
19:17:28 valid - loss: 0.4247, acc: 0.9222
Epoch 118, lr 0.184220
19:19:46 train - loss: 1.3615, acc: 0.6343
19:19:54 valid - loss: 0.5804, acc: 0.9258
Epoch 119, lr 0.183931
19:22:13 train - loss: 1.3573, acc: 0.6365
19:22:22 valid - loss: 0.5887, acc: 0.9323
Epoch 120, lr 0.183641
19:24:41 train - loss: 1.3678, acc: 0.6321
19:24:49 valid - loss: 0.3561, acc: 0.9362
Epoch 121, lr 0.183348
19:27:08 train - loss: 1.3434, acc: 0.6426
19:27:16 valid - loss: 0.3895, acc: 0.9350
Epoch 122, lr 0.183053
19:29:35 train - loss: 1.3445, acc: 0.6404
19:29:43 valid - loss: 0.3499, acc: 0.9306
Epoch 123, lr 0.182755
19:32:02 train - loss: 1.3498, acc: 0.6423
19:32:10 valid - loss: 0.6262, acc: 0.9270
Epoch 124, lr 0.182455
19:34:29 train - loss: 1.3245, acc: 0.6543
19:34:37 valid - loss: 0.4058, acc: 0.9267
Epoch 125, lr 0.182153
19:36:56 train - loss: 1.3473, acc: 0.6398
19:37:05 valid - loss: 0.3350, acc: 0.9290
Epoch 126, lr 0.181848
19:39:23 train - loss: 1.3541, acc: 0.6384
19:39:31 valid - loss: 0.5375, acc: 0.9369
Epoch 127, lr 0.181542
19:41:50 train - loss: 1.3314, acc: 0.6474
19:41:58 valid - loss: 0.5974, acc: 0.9183
Epoch 128, lr 0.181232
19:44:16 train - loss: 1.3477, acc: 0.6405
19:44:25 valid - loss: 0.3391, acc: 0.9392
Epoch 129, lr 0.180921
19:46:43 train - loss: 1.3236, acc: 0.6544
19:46:51 valid - loss: 0.3701, acc: 0.9398
Epoch 130, lr 0.180607
19:49:10 train - loss: 1.3457, acc: 0.6422
19:49:19 valid - loss: 0.4008, acc: 0.9413
Epoch 131, lr 0.180291
19:51:37 train - loss: 1.3542, acc: 0.6353
19:51:46 valid - loss: 0.5433, acc: 0.9276
Epoch 132, lr 0.179973
19:54:04 train - loss: 1.3566, acc: 0.6392
19:54:12 valid - loss: 0.3838, acc: 0.9452
Epoch 133, lr 0.179652
19:56:31 train - loss: 1.3488, acc: 0.6375
19:56:39 valid - loss: 0.5479, acc: 0.9360
Epoch 134, lr 0.179329
19:58:57 train - loss: 1.3309, acc: 0.6478
19:59:06 valid - loss: 0.3087, acc: 0.9334
Epoch 135, lr 0.179004
20:01:24 train - loss: 1.3183, acc: 0.6547
20:01:33 valid - loss: 0.3048, acc: 0.9271
Epoch 136, lr 0.178677
20:03:51 train - loss: 1.3324, acc: 0.6463
20:03:59 valid - loss: 0.5741, acc: 0.9317
Epoch 137, lr 0.178347
20:06:18 train - loss: 1.3242, acc: 0.6513
20:06:27 valid - loss: 0.4997, acc: 0.9359
Epoch 138, lr 0.178015
20:08:45 train - loss: 1.3473, acc: 0.6417
20:08:54 valid - loss: 0.2896, acc: 0.9402
Epoch 139, lr 0.177681
20:11:12 train - loss: 1.3503, acc: 0.6398
20:11:20 valid - loss: 0.3818, acc: 0.9408
Epoch 140, lr 0.177345
20:13:39 train - loss: 1.3241, acc: 0.6529
20:13:47 valid - loss: 0.3141, acc: 0.9379
Epoch 141, lr 0.177006
20:16:06 train - loss: 1.3373, acc: 0.6438
20:16:15 valid - loss: 0.5161, acc: 0.9420
Epoch 142, lr 0.176666
20:18:33 train - loss: 1.3096, acc: 0.6573
20:18:41 valid - loss: 0.5787, acc: 0.9291
Epoch 143, lr 0.176323
20:21:00 train - loss: 1.3207, acc: 0.6509
20:21:08 valid - loss: 0.3716, acc: 0.9416
Epoch 144, lr 0.175978
20:23:27 train - loss: 1.3337, acc: 0.6463
20:23:35 valid - loss: 0.3796, acc: 0.9388
Epoch 145, lr 0.175631
20:25:53 train - loss: 1.3166, acc: 0.6559
20:26:02 valid - loss: 0.3089, acc: 0.9362
Epoch 146, lr 0.175282
20:28:21 train - loss: 1.3412, acc: 0.6392
20:28:29 valid - loss: 0.4647, acc: 0.9454
Epoch 147, lr 0.174930
20:30:47 train - loss: 1.3143, acc: 0.6541
20:30:56 valid - loss: 0.3531, acc: 0.9414
Epoch 148, lr 0.174577
20:33:15 train - loss: 1.3353, acc: 0.6418
20:33:23 valid - loss: 0.3490, acc: 0.9441
Epoch 149, lr 0.174221
20:35:43 train - loss: 1.3252, acc: 0.6511
20:35:51 valid - loss: 0.6023, acc: 0.9214
Epoch 150, lr 0.173864
20:38:10 train - loss: 1.3487, acc: 0.6362
20:38:18 valid - loss: 0.5096, acc: 0.9352
Epoch 151, lr 0.173504
20:40:37 train - loss: 1.3150, acc: 0.6525
20:40:45 valid - loss: 0.4061, acc: 0.9357
Epoch 152, lr 0.173142
20:43:04 train - loss: 1.3246, acc: 0.6502
20:43:12 valid - loss: 0.5380, acc: 0.9239
Epoch 153, lr 0.172778
20:45:30 train - loss: 1.3047, acc: 0.6569
20:45:39 valid - loss: 0.4857, acc: 0.9349
Epoch 154, lr 0.172412
20:47:57 train - loss: 1.3188, acc: 0.6512
20:48:06 valid - loss: 0.6088, acc: 0.9276
Epoch 155, lr 0.172044
20:50:24 train - loss: 1.2976, acc: 0.6622
20:50:32 valid - loss: 0.3283, acc: 0.9402
Epoch 156, lr 0.171674
20:52:51 train - loss: 1.3214, acc: 0.6493
20:52:59 valid - loss: 0.4517, acc: 0.9400
Epoch 157, lr 0.171302
20:55:18 train - loss: 1.3305, acc: 0.6495
20:55:26 valid - loss: 0.4672, acc: 0.9359
Epoch 158, lr 0.170928
20:57:45 train - loss: 1.3253, acc: 0.6463
20:57:53 valid - loss: 0.6692, acc: 0.9172
Epoch 159, lr 0.170552
21:00:11 train - loss: 1.3149, acc: 0.6504
21:00:20 valid - loss: 0.4688, acc: 0.9286
Epoch 160, lr 0.170174
21:02:38 train - loss: 1.2906, acc: 0.6632
21:02:46 valid - loss: 0.2749, acc: 0.9453
Epoch 161, lr 0.169793
21:05:05 train - loss: 1.3126, acc: 0.6570
21:05:13 valid - loss: 0.4765, acc: 0.9375
Epoch 162, lr 0.169411
21:07:32 train - loss: 1.3121, acc: 0.6573
21:07:40 valid - loss: 0.3319, acc: 0.9426
Epoch 163, lr 0.169027
21:10:00 train - loss: 1.2930, acc: 0.6655
21:10:08 valid - loss: 0.4268, acc: 0.9455
Epoch 164, lr 0.168641
21:12:27 train - loss: 1.3206, acc: 0.6508
21:12:35 valid - loss: 0.5544, acc: 0.9364
Epoch 165, lr 0.168253
21:14:53 train - loss: 1.2995, acc: 0.6587
21:15:02 valid - loss: 0.3983, acc: 0.9492
Epoch 166, lr 0.167863
21:17:21 train - loss: 1.3316, acc: 0.6421
21:17:29 valid - loss: 0.4625, acc: 0.9409
Epoch 167, lr 0.167472
21:19:48 train - loss: 1.3211, acc: 0.6474
21:19:56 valid - loss: 0.4560, acc: 0.9481
Epoch 168, lr 0.167078
21:22:15 train - loss: 1.2893, acc: 0.6685
21:22:23 valid - loss: 0.3225, acc: 0.9395
Epoch 169, lr 0.166682
21:24:42 train - loss: 1.2716, acc: 0.6773
21:24:50 valid - loss: 0.5431, acc: 0.9384
Epoch 170, lr 0.166285
21:27:09 train - loss: 1.2816, acc: 0.6684
21:27:17 valid - loss: 0.3191, acc: 0.9386
Epoch 171, lr 0.165885
21:29:36 train - loss: 1.2696, acc: 0.6759
21:29:44 valid - loss: 0.4926, acc: 0.9314
Epoch 172, lr 0.165484
21:32:02 train - loss: 1.3225, acc: 0.6497
21:32:11 valid - loss: 0.5629, acc: 0.9311
Epoch 173, lr 0.165081
21:34:29 train - loss: 1.3150, acc: 0.6520
21:34:37 valid - loss: 0.3136, acc: 0.9435
Epoch 174, lr 0.164676
21:36:56 train - loss: 1.3229, acc: 0.6472
21:37:04 valid - loss: 0.3877, acc: 0.9402
Epoch 175, lr 0.164269
21:39:23 train - loss: 1.3212, acc: 0.6492
21:39:31 valid - loss: 0.4468, acc: 0.9462
Epoch 176, lr 0.163861
21:41:50 train - loss: 1.3119, acc: 0.6533
21:41:58 valid - loss: 0.3865, acc: 0.9398
Epoch 177, lr 0.163450
21:44:18 train - loss: 1.2932, acc: 0.6620
21:44:26 valid - loss: 0.3712, acc: 0.9461
Epoch 178, lr 0.163038
21:46:45 train - loss: 1.3108, acc: 0.6552
21:46:54 valid - loss: 0.5096, acc: 0.9410
Epoch 179, lr 0.162624
21:49:12 train - loss: 1.3234, acc: 0.6448
21:49:20 valid - loss: 0.5721, acc: 0.9366
Epoch 180, lr 0.162208
21:51:39 train - loss: 1.3205, acc: 0.6481
21:51:47 valid - loss: 0.4975, acc: 0.9414
Epoch 181, lr 0.161791
21:54:06 train - loss: 1.3205, acc: 0.6496
21:54:14 valid - loss: 0.3763, acc: 0.9503
Epoch 182, lr 0.161371
21:56:33 train - loss: 1.3030, acc: 0.6580
21:56:41 valid - loss: 0.5852, acc: 0.9325
Epoch 183, lr 0.160950
21:59:00 train - loss: 1.2779, acc: 0.6731
21:59:08 valid - loss: 0.2598, acc: 0.9441
Epoch 184, lr 0.160528
22:01:27 train - loss: 1.2779, acc: 0.6724
22:01:35 valid - loss: 0.6390, acc: 0.9165
Epoch 185, lr 0.160103
22:03:54 train - loss: 1.3046, acc: 0.6547
22:04:02 valid - loss: 0.3522, acc: 0.9461
Epoch 186, lr 0.159677
22:06:20 train - loss: 1.2963, acc: 0.6602
22:06:29 valid - loss: 0.2771, acc: 0.9464
Epoch 187, lr 0.159249
22:08:47 train - loss: 1.3044, acc: 0.6553
22:08:56 valid - loss: 0.5539, acc: 0.9400
Epoch 188, lr 0.158820
22:11:14 train - loss: 1.2901, acc: 0.6618
22:11:23 valid - loss: 0.2399, acc: 0.9537
Epoch 189, lr 0.158389
22:13:41 train - loss: 1.2825, acc: 0.6683
22:13:49 valid - loss: 0.5472, acc: 0.9319
Epoch 190, lr 0.157956
22:16:08 train - loss: 1.3129, acc: 0.6533
22:16:17 valid - loss: 0.4969, acc: 0.9494
Epoch 191, lr 0.157521
22:18:36 train - loss: 1.2950, acc: 0.6573
22:18:44 valid - loss: 0.3182, acc: 0.9439
Epoch 192, lr 0.157085
22:21:03 train - loss: 1.2954, acc: 0.6590
22:21:11 valid - loss: 0.4370, acc: 0.9321
Epoch 193, lr 0.156647
22:23:30 train - loss: 1.3057, acc: 0.6538
22:23:38 valid - loss: 0.2589, acc: 0.9489
Epoch 194, lr 0.156208
22:25:57 train - loss: 1.2734, acc: 0.6751
22:26:05 valid - loss: 0.3083, acc: 0.9462
Epoch 195, lr 0.155767
22:28:24 train - loss: 1.2675, acc: 0.6718
22:28:32 valid - loss: 0.4813, acc: 0.9410
Epoch 196, lr 0.155325
22:30:51 train - loss: 1.2869, acc: 0.6620
22:30:59 valid - loss: 0.4460, acc: 0.9375
Epoch 197, lr 0.154881
22:33:18 train - loss: 1.2657, acc: 0.6780
22:33:26 valid - loss: 0.3062, acc: 0.9491
Epoch 198, lr 0.154435
22:35:45 train - loss: 1.2820, acc: 0.6691
22:35:54 valid - loss: 0.5784, acc: 0.9392
Epoch 199, lr 0.153988
22:38:12 train - loss: 1.2805, acc: 0.6666
22:38:21 valid - loss: 0.3988, acc: 0.9383
Epoch 200, lr 0.153539
22:40:39 train - loss: 1.3065, acc: 0.6500
22:40:48 valid - loss: 0.4685, acc: 0.9455
Epoch 201, lr 0.153089
22:43:06 train - loss: 1.2845, acc: 0.6649
22:43:15 valid - loss: 0.4655, acc: 0.9351
Epoch 202, lr 0.152637
22:45:33 train - loss: 1.3082, acc: 0.6554
