nohup: ignoring input
Files already downloaded and verified
Files already downloaded and verified
Epoch 1, lr 0.100000
17:44:22 train - loss: 0.8650, acc: 0.8400
Epoch 38, lr 0.198969
17:46:46 train - loss: 0.8650, acc: 0.8397
Epoch 39, lr 0.198892
17:49:10 train - loss: 0.8564, acc: 0.8436
Epoch 40, lr 0.198811
17:51:34 train - loss: 0.8521, acc: 0.8443
17:51:43 valid - loss: 0.3486, acc: 0.9103
Epoch 41, lr 0.198728
17:54:07 train - loss: 0.8521, acc: 0.8455
Epoch 42, lr 0.198642
17:56:32 train - loss: 0.8553, acc: 0.8428
Epoch 43, lr 0.198553
17:58:57 train - loss: 0.8513, acc: 0.8453
Epoch 44, lr 0.198462
18:01:22 train - loss: 0.8456, acc: 0.8462
Epoch 45, lr 0.198367
18:03:46 train - loss: 0.8419, acc: 0.8509
Epoch 46, lr 0.198270
18:06:12 train - loss: 0.8388, acc: 0.8520
Epoch 47, lr 0.198170
18:08:36 train - loss: 0.8446, acc: 0.8496
Epoch 48, lr 0.198067
18:11:01 train - loss: 0.8413, acc: 0.8503
Epoch 49, lr 0.197962
18:13:25 train - loss: 0.8388, acc: 0.8504
Epoch 50, lr 0.197854
18:15:49 train - loss: 0.8423, acc: 0.8505
18:15:58 valid - loss: 0.2761, acc: 0.9270
Epoch 51, lr 0.197743
18:18:23 train - loss: 0.8355, acc: 0.8531
Epoch 52, lr 0.197629
18:20:48 train - loss: 0.8352, acc: 0.8521
Epoch 53, lr 0.197512
18:23:12 train - loss: 0.8290, acc: 0.8571
Epoch 54, lr 0.197393
18:25:37 train - loss: 0.8297, acc: 0.8545
Epoch 55, lr 0.197271
18:28:02 train - loss: 0.8316, acc: 0.8547
Epoch 56, lr 0.197146
18:30:26 train - loss: 0.8269, acc: 0.8561
Epoch 57, lr 0.197018
18:32:51 train - loss: 0.8302, acc: 0.8555
Epoch 58, lr 0.196888
18:35:15 train - loss: 0.8254, acc: 0.8572
Epoch 59, lr 0.196755
18:37:39 train - loss: 0.8223, acc: 0.8587
Epoch 60, lr 0.196619
18:40:03 train - loss: 0.8275, acc: 0.8564
18:40:12 valid - loss: 0.2843, acc: 0.9292
Epoch 61, lr 0.196480
18:42:36 train - loss: 0.8228, acc: 0.8580
Epoch 62, lr 0.196339
18:45:00 train - loss: 0.8212, acc: 0.8581
Epoch 63, lr 0.196195
18:47:24 train - loss: 0.8150, acc: 0.8610
Epoch 64, lr 0.196048
18:49:48 train - loss: 0.8238, acc: 0.8564
Epoch 65, lr 0.195899
18:52:12 train - loss: 0.8184, acc: 0.8586
Epoch 66, lr 0.195746
18:54:35 train - loss: 0.8198, acc: 0.8596
Epoch 67, lr 0.195592
18:56:59 train - loss: 0.8144, acc: 0.8620
Epoch 68, lr 0.195434
18:59:23 train - loss: 0.8189, acc: 0.8593
Epoch 69, lr 0.195274
19:01:46 train - loss: 0.8192, acc: 0.8589
Epoch 70, lr 0.195111
19:04:10 train - loss: 0.8105, acc: 0.8636
19:04:19 valid - loss: 0.2984, acc: 0.9254
Epoch 71, lr 0.194945
19:06:43 train - loss: 0.8153, acc: 0.8617
Epoch 72, lr 0.194776
19:09:06 train - loss: 0.8096, acc: 0.8637
Epoch 73, lr 0.194605
19:11:30 train - loss: 0.8108, acc: 0.8637
Epoch 74, lr 0.194432
19:13:54 train - loss: 0.8128, acc: 0.8629
Epoch 75, lr 0.194255
19:16:19 train - loss: 0.8091, acc: 0.8634
Epoch 76, lr 0.194076
19:18:44 train - loss: 0.8103, acc: 0.8644
Epoch 77, lr 0.193894
19:21:08 train - loss: 0.8064, acc: 0.8656
Epoch 78, lr 0.193710
19:23:31 train - loss: 0.8049, acc: 0.8658
Epoch 79, lr 0.193523
19:25:55 train - loss: 0.8106, acc: 0.8650
Epoch 80, lr 0.193333
19:28:20 train - loss: 0.8069, acc: 0.8651
19:28:28 valid - loss: 0.2867, acc: 0.9359
Epoch 81, lr 0.193140
19:30:51 train - loss: 0.8054, acc: 0.8647
Epoch 82, lr 0.192945
19:33:15 train - loss: 0.8053, acc: 0.8661
Epoch 83, lr 0.192748
19:35:40 train - loss: 0.8006, acc: 0.8676
Epoch 84, lr 0.192548
19:38:04 train - loss: 0.8013, acc: 0.8672
Epoch 85, lr 0.192345
19:40:27 train - loss: 0.8064, acc: 0.8665
Epoch 86, lr 0.192139
19:42:52 train - loss: 0.8027, acc: 0.8665
Epoch 87, lr 0.191931
19:45:17 train - loss: 0.7994, acc: 0.8690
Epoch 88, lr 0.191720
19:47:41 train - loss: 0.8009, acc: 0.8676
Epoch 89, lr 0.191507
19:50:08 train - loss: 0.7976, acc: 0.8701
Epoch 90, lr 0.191291
19:52:33 train - loss: 0.7943, acc: 0.8705
19:52:41 valid - loss: 0.3061, acc: 0.9325
Epoch 91, lr 0.191072
19:55:06 train - loss: 0.7931, acc: 0.8713
Epoch 92, lr 0.190851
19:57:31 train - loss: 0.7935, acc: 0.8716
Epoch 93, lr 0.190628
19:59:56 train - loss: 0.7936, acc: 0.8711
Epoch 94, lr 0.190401
20:02:21 train - loss: 0.7977, acc: 0.8687
Epoch 95, lr 0.190173
20:04:47 train - loss: 0.7972, acc: 0.8696
Epoch 96, lr 0.189941
20:07:11 train - loss: 0.7941, acc: 0.8715
Epoch 97, lr 0.189707
20:09:35 train - loss: 0.7943, acc: 0.8711
Epoch 98, lr 0.189471
20:12:00 train - loss: 0.7926, acc: 0.8712
Epoch 99, lr 0.189232
20:14:24 train - loss: 0.7932, acc: 0.8700
Epoch 100, lr 0.188990
20:16:48 train - loss: 0.7870, acc: 0.8739
20:16:57 valid - loss: 0.2801, acc: 0.9310
Epoch 101, lr 0.188746
20:19:22 train - loss: 0.7909, acc: 0.8736
Epoch 102, lr 0.188500
20:21:46 train - loss: 0.7914, acc: 0.8720
Epoch 103, lr 0.188251
20:24:10 train - loss: 0.7925, acc: 0.8701
Epoch 104, lr 0.187999
20:26:33 train - loss: 0.7849, acc: 0.8745
Epoch 105, lr 0.187745
20:28:57 train - loss: 0.7828, acc: 0.8773
Epoch 106, lr 0.187489
20:31:22 train - loss: 0.7858, acc: 0.8748
Epoch 107, lr 0.187230
20:33:47 train - loss: 0.7852, acc: 0.8731
Epoch 108, lr 0.186968
20:36:12 train - loss: 0.7813, acc: 0.8764
Epoch 109, lr 0.186704
20:38:36 train - loss: 0.7824, acc: 0.8750
Epoch 110, lr 0.186438
20:41:02 train - loss: 0.7818, acc: 0.8765
20:41:10 valid - loss: 0.2701, acc: 0.9321
Epoch 111, lr 0.186169
20:43:36 train - loss: 0.7834, acc: 0.8750
Epoch 112, lr 0.185898
20:46:02 train - loss: 0.7828, acc: 0.8763
Epoch 113, lr 0.185624
20:48:26 train - loss: 0.7768, acc: 0.8796
Epoch 114, lr 0.185348
20:50:50 train - loss: 0.7763, acc: 0.8787
Epoch 115, lr 0.185070
20:53:14 train - loss: 0.7818, acc: 0.8761
Epoch 116, lr 0.184789
20:55:37 train - loss: 0.7814, acc: 0.8771
Epoch 117, lr 0.184505
20:58:00 train - loss: 0.7748, acc: 0.8791
Epoch 118, lr 0.184220
21:00:23 train - loss: 0.7785, acc: 0.8781
Epoch 119, lr 0.183931
21:02:46 train - loss: 0.7802, acc: 0.8750
Epoch 120, lr 0.183641
21:05:10 train - loss: 0.7739, acc: 0.8794
21:05:18 valid - loss: 0.2632, acc: 0.9320
Epoch 121, lr 0.183348
21:07:41 train - loss: 0.7769, acc: 0.8788
Epoch 122, lr 0.183053
21:10:06 train - loss: 0.7764, acc: 0.8757
Epoch 123, lr 0.182755
21:12:28 train - loss: 0.7747, acc: 0.8798
Epoch 124, lr 0.182455
21:14:51 train - loss: 0.7724, acc: 0.8811
Epoch 125, lr 0.182153
21:17:14 train - loss: 0.7696, acc: 0.8820
Epoch 126, lr 0.181848
21:19:37 train - loss: 0.7699, acc: 0.8828
Epoch 127, lr 0.181542
21:22:00 train - loss: 0.7681, acc: 0.8820
Epoch 128, lr 0.181232
21:24:23 train - loss: 0.7749, acc: 0.8795
Epoch 129, lr 0.180921
21:26:46 train - loss: 0.7702, acc: 0.8809
Epoch 130, lr 0.180607
21:29:09 train - loss: 0.7707, acc: 0.8813
21:29:18 valid - loss: 0.2538, acc: 0.9428
Epoch 131, lr 0.180291
21:31:41 train - loss: 0.7680, acc: 0.8832
Epoch 132, lr 0.179973
21:34:05 train - loss: 0.7662, acc: 0.8827
Epoch 133, lr 0.179652
21:36:29 train - loss: 0.7702, acc: 0.8799
Epoch 134, lr 0.179329
21:38:53 train - loss: 0.7686, acc: 0.8814
Epoch 135, lr 0.179004
21:41:17 train - loss: 0.7643, acc: 0.8840
Epoch 136, lr 0.178677
21:43:42 train - loss: 0.7643, acc: 0.8848
Epoch 137, lr 0.178347
21:46:07 train - loss: 0.7614, acc: 0.8850
Epoch 138, lr 0.178015
21:48:30 train - loss: 0.7693, acc: 0.8806
Epoch 139, lr 0.177681
21:50:53 train - loss: 0.7632, acc: 0.8834
Epoch 140, lr 0.177345
21:53:17 train - loss: 0.7658, acc: 0.8813
21:53:26 valid - loss: 0.2615, acc: 0.9387
Epoch 141, lr 0.177006
21:55:49 train - loss: 0.7621, acc: 0.8849
Epoch 142, lr 0.176666
21:58:13 train - loss: 0.7622, acc: 0.8848
Epoch 143, lr 0.176323
22:00:36 train - loss: 0.7605, acc: 0.8852
Epoch 144, lr 0.175978
22:02:59 train - loss: 0.7634, acc: 0.8842
Epoch 145, lr 0.175631
22:05:22 train - loss: 0.7609, acc: 0.8850
Epoch 146, lr 0.175282
22:07:46 train - loss: 0.7611, acc: 0.8856
Epoch 147, lr 0.174930
22:10:09 train - loss: 0.7579, acc: 0.8867
Epoch 148, lr 0.174577
22:12:32 train - loss: 0.7595, acc: 0.8863
Epoch 149, lr 0.174221
22:14:55 train - loss: 0.7569, acc: 0.8877
Epoch 150, lr 0.173864
22:17:18 train - loss: 0.7585, acc: 0.8874
22:17:27 valid - loss: 0.2547, acc: 0.9387
Epoch 151, lr 0.173504
22:19:50 train - loss: 0.7556, acc: 0.8875
Epoch 152, lr 0.173142
22:22:13 train - loss: 0.7539, acc: 0.8883
Epoch 153, lr 0.172778
22:24:37 train - loss: 0.7572, acc: 0.8864
Epoch 154, lr 0.172412
22:27:00 train - loss: 0.7563, acc: 0.8873
Epoch 155, lr 0.172044
22:29:23 train - loss: 0.7577, acc: 0.8875
Epoch 156, lr 0.171674
22:31:47 train - loss: 0.7519, acc: 0.8895
Epoch 157, lr 0.171302
22:34:09 train - loss: 0.7574, acc: 0.8861
Epoch 158, lr 0.170928
22:36:32 train - loss: 0.7550, acc: 0.8888
Epoch 159, lr 0.170552
22:38:56 train - loss: 0.7519, acc: 0.8901
Epoch 160, lr 0.170174
22:41:19 train - loss: 0.7528, acc: 0.8886
22:41:27 valid - loss: 0.2246, acc: 0.9468
Epoch 161, lr 0.169793
22:43:51 train - loss: 0.7518, acc: 0.8894
Epoch 162, lr 0.169411
22:46:14 train - loss: 0.7493, acc: 0.8894
Epoch 163, lr 0.169027
22:48:37 train - loss: 0.7476, acc: 0.8918
Epoch 164, lr 0.168641
22:51:00 train - loss: 0.7466, acc: 0.8912
Epoch 165, lr 0.168253
22:53:24 train - loss: 0.7483, acc: 0.8908
Epoch 166, lr 0.167863
22:55:48 train - loss: 0.7483, acc: 0.8915
Epoch 167, lr 0.167472
22:58:11 train - loss: 0.7512, acc: 0.8899
Epoch 168, lr 0.167078
23:00:34 train - loss: 0.7478, acc: 0.8910
Epoch 169, lr 0.166682
23:02:58 train - loss: 0.7451, acc: 0.8922
Epoch 170, lr 0.166285
23:05:21 train - loss: 0.7503, acc: 0.8896
23:05:30 valid - loss: 0.2319, acc: 0.9432
Epoch 171, lr 0.165885
23:07:53 train - loss: 0.7471, acc: 0.8920
Epoch 172, lr 0.165484
23:10:17 train - loss: 0.7496, acc: 0.8892
Epoch 173, lr 0.165081
23:12:41 train - loss: 0.7465, acc: 0.8907
Epoch 174, lr 0.164676
23:15:05 train - loss: 0.7461, acc: 0.8918
Epoch 175, lr 0.164269
23:17:28 train - loss: 0.7473, acc: 0.8914
Epoch 176, lr 0.163861
23:19:51 train - loss: 0.7436, acc: 0.8929
Epoch 177, lr 0.163450
23:22:14 train - loss: 0.7411, acc: 0.8947
Epoch 178, lr 0.163038
23:24:38 train - loss: 0.7439, acc: 0.8921
Epoch 179, lr 0.162624
23:27:02 train - loss: 0.7415, acc: 0.8945
Epoch 180, lr 0.162208
23:29:25 train - loss: 0.7419, acc: 0.8948
23:29:34 valid - loss: 0.2529, acc: 0.9454
Epoch 181, lr 0.161791
23:32:00 train - loss: 0.7416, acc: 0.8934
Epoch 182, lr 0.161371
23:34:23 train - loss: 0.7380, acc: 0.8952
Epoch 183, lr 0.160950
23:36:46 train - loss: 0.7377, acc: 0.8962
Epoch 184, lr 0.160528
23:39:10 train - loss: 0.7415, acc: 0.8939
Epoch 185, lr 0.160103
23:41:34 train - loss: 0.7385, acc: 0.8946
Epoch 186, lr 0.159677
23:43:59 train - loss: 0.7373, acc: 0.8957
Epoch 187, lr 0.159249
23:46:23 train - loss: 0.7370, acc: 0.8953
Epoch 188, lr 0.158820
23:48:46 train - loss: 0.7333, acc: 0.8988
Epoch 189, lr 0.158389
23:51:10 train - loss: 0.7393, acc: 0.8956
Epoch 190, lr 0.157956
23:53:33 train - loss: 0.7355, acc: 0.8959
23:53:41 valid - loss: 0.2466, acc: 0.9416
Epoch 191, lr 0.157521
23:56:05 train - loss: 0.7371, acc: 0.8958
Epoch 192, lr 0.157085
23:58:28 train - loss: 0.7363, acc: 0.8965
Epoch 193, lr 0.156647
00:00:52 train - loss: 0.7348, acc: 0.8968
Epoch 194, lr 0.156208
00:03:16 train - loss: 0.7364, acc: 0.8967
Epoch 195, lr 0.155767
00:05:39 train - loss: 0.7310, acc: 0.8990
Epoch 196, lr 0.155325
00:08:02 train - loss: 0.7294, acc: 0.8993
Epoch 197, lr 0.154881
00:10:25 train - loss: 0.7301, acc: 0.8988
Epoch 198, lr 0.154435
00:12:48 train - loss: 0.7342, acc: 0.8977
Epoch 199, lr 0.153988
00:15:11 train - loss: 0.7345, acc: 0.8973
Epoch 200, lr 0.153539
00:17:35 train - loss: 0.7306, acc: 0.8988
00:17:44 valid - loss: 0.2443, acc: 0.9486
Epoch 201, lr 0.153089
00:20:07 train - loss: 0.7315, acc: 0.8967
Epoch 202, lr 0.152637
00:22:30 train - loss: 0.7304, acc: 0.8986
Epoch 203, lr 0.152184
00:24:53 train - loss: 0.7313, acc: 0.8987
Epoch 204, lr 0.151730
00:27:16 train - loss: 0.7312, acc: 0.8974
Epoch 205, lr 0.151273
00:29:39 train - loss: 0.7325, acc: 0.8983
Epoch 206, lr 0.150816
00:32:02 train - loss: 0.7315, acc: 0.8988
Epoch 207, lr 0.150357
00:34:25 train - loss: 0.7317, acc: 0.8994
Epoch 208, lr 0.149896
00:36:48 train - loss: 0.7280, acc: 0.9005
Epoch 209, lr 0.149435
00:39:11 train - loss: 0.7315, acc: 0.8984
Epoch 210, lr 0.148971
00:41:34 train - loss: 0.7319, acc: 0.8962
00:41:43 valid - loss: 0.2311, acc: 0.9510
Epoch 211, lr 0.148507
00:44:06 train - loss: 0.7256, acc: 0.9014
Epoch 212, lr 0.148041
00:46:29 train - loss: 0.7262, acc: 0.9008
Epoch 213, lr 0.147573
00:48:52 train - loss: 0.7232, acc: 0.9022
Epoch 214, lr 0.147105
00:51:14 train - loss: 0.7236, acc: 0.9003
Epoch 215, lr 0.146635
00:53:38 train - loss: 0.7267, acc: 0.9000
Epoch 216, lr 0.146163
00:56:01 train - loss: 0.7237, acc: 0.9016
Epoch 217, lr 0.145690
00:58:24 train - loss: 0.7264, acc: 0.9009
Epoch 218, lr 0.145217
01:00:47 train - loss: 0.7253, acc: 0.9005
Epoch 219, lr 0.144741
01:03:10 train - loss: 0.7260, acc: 0.9003
Epoch 220, lr 0.144265
01:05:33 train - loss: 0.7221, acc: 0.9029
01:05:42 valid - loss: 0.2319, acc: 0.9452
Epoch 221, lr 0.143787
01:08:05 train - loss: 0.7161, acc: 0.9052
Epoch 222, lr 0.143308
01:10:28 train - loss: 0.7245, acc: 0.9023
Epoch 223, lr 0.142828
01:12:51 train - loss: 0.7242, acc: 0.9017
Epoch 224, lr 0.142346
01:15:14 train - loss: 0.7210, acc: 0.9022
Epoch 225, lr 0.141864
01:17:38 train - loss: 0.7208, acc: 0.9018
Epoch 226, lr 0.141380
01:20:01 train - loss: 0.7232, acc: 0.9012
Epoch 227, lr 0.140895
01:22:24 train - loss: 0.7170, acc: 0.9053
Epoch 228, lr 0.140409
01:24:47 train - loss: 0.7207, acc: 0.9031
Epoch 229, lr 0.139921
01:27:10 train - loss: 0.7186, acc: 0.9040
Epoch 230, lr 0.139433
01:29:33 train - loss: 0.7166, acc: 0.9055
01:29:42 valid - loss: 0.2168, acc: 0.9551
Epoch 231, lr 0.138944
01:32:05 train - loss: 0.7148, acc: 0.9047
Epoch 232, lr 0.138453
01:34:28 train - loss: 0.7158, acc: 0.9059
Epoch 233, lr 0.137961
01:36:51 train - loss: 0.7144, acc: 0.9061
Epoch 234, lr 0.137468
01:39:15 train - loss: 0.7201, acc: 0.9031
Epoch 235, lr 0.136975
01:41:39 train - loss: 0.7162, acc: 0.9044
Epoch 236, lr 0.136480
01:44:02 train - loss: 0.7127, acc: 0.9065
Epoch 237, lr 0.135984
01:46:25 train - loss: 0.7116, acc: 0.9076
Epoch 238, lr 0.135487
01:48:49 train - loss: 0.7163, acc: 0.9052
Epoch 239, lr 0.134989
01:51:11 train - loss: 0.7154, acc: 0.9062
Epoch 240, lr 0.134490
01:53:34 train - loss: 0.7115, acc: 0.9072
01:53:43 valid - loss: 0.2348, acc: 0.9506
Epoch 241, lr 0.133990
01:56:06 train - loss: 0.7116, acc: 0.9071
Epoch 242, lr 0.133489
01:58:29 train - loss: 0.7143, acc: 0.9065
Epoch 243, lr 0.132987
02:00:53 train - loss: 0.7116, acc: 0.9066
Epoch 244, lr 0.132485
02:03:16 train - loss: 0.7083, acc: 0.9075
Epoch 245, lr 0.131981
02:05:39 train - loss: 0.7098, acc: 0.9081
Epoch 246, lr 0.131476
02:08:02 train - loss: 0.7120, acc: 0.9070
Epoch 247, lr 0.130971
02:10:25 train - loss: 0.7082, acc: 0.9080
Epoch 248, lr 0.130464
02:12:48 train - loss: 0.7114, acc: 0.9062
Epoch 249, lr 0.129957
02:15:11 train - loss: 0.7100, acc: 0.9077
Epoch 250, lr 0.129449
02:17:34 train - loss: 0.7062, acc: 0.9082
02:17:42 valid - loss: 0.2098, acc: 0.9535
Epoch 251, lr 0.128940
02:20:06 train - loss: 0.7083, acc: 0.9099
Epoch 252, lr 0.128431
02:22:29 train - loss: 0.7101, acc: 0.9077
Epoch 253, lr 0.127920
02:24:52 train - loss: 0.7090, acc: 0.9075
Epoch 254, lr 0.127409
02:27:15 train - loss: 0.7085, acc: 0.9078
Epoch 255, lr 0.126897
02:29:38 train - loss: 0.7062, acc: 0.9098
Epoch 256, lr 0.126384
02:32:01 train - loss: 0.7074, acc: 0.9085
Epoch 257, lr 0.125870
02:34:24 train - loss: 0.7050, acc: 0.9086
Epoch 258, lr 0.125356
02:36:47 train - loss: 0.7050, acc: 0.9095
Epoch 259, lr 0.124841
02:39:11 train - loss: 0.7028, acc: 0.9105
Epoch 260, lr 0.124325
02:41:34 train - loss: 0.7032, acc: 0.9101
02:41:43 valid - loss: 0.2220, acc: 0.9548
Epoch 261, lr 0.123809
02:44:06 train - loss: 0.7023, acc: 0.9122
Epoch 262, lr 0.123292
02:46:29 train - loss: 0.7049, acc: 0.9101
Epoch 263, lr 0.122774
02:48:52 train - loss: 0.6965, acc: 0.9133
Epoch 264, lr 0.122256
02:51:15 train - loss: 0.6976, acc: 0.9131
Epoch 265, lr 0.121737
02:53:39 train - loss: 0.7015, acc: 0.9132
Epoch 266, lr 0.121217
02:56:02 train - loss: 0.6998, acc: 0.9114
Epoch 267, lr 0.120697
02:58:27 train - loss: 0.7032, acc: 0.9112
Epoch 268, lr 0.120176
03:00:49 train - loss: 0.6989, acc: 0.9121
Epoch 269, lr 0.119655
03:03:12 train - loss: 0.7029, acc: 0.9115
Epoch 270, lr 0.119133
03:05:35 train - loss: 0.6968, acc: 0.9136
03:05:44 valid - loss: 0.2387, acc: 0.9528
Epoch 271, lr 0.118610
12:57:53 train - loss: 0.6997, acc: 0.9123
Epoch 272, lr 0.118087
13:00:15 train - loss: 0.6981, acc: 0.9118
Epoch 273, lr 0.117564
13:02:38 train - loss: 0.6972, acc: 0.9136
Epoch 274, lr 0.117040
13:05:01 train - loss: 0.6943, acc: 0.9146
Epoch 275, lr 0.116515
13:07:25 train - loss: 0.6953, acc: 0.9141
Epoch 276, lr 0.115990
13:09:49 train - loss: 0.6947, acc: 0.9141
Epoch 277, lr 0.115465
13:12:12 train - loss: 0.6938, acc: 0.9155
Epoch 278, lr 0.114939
13:14:34 train - loss: 0.6925, acc: 0.9143
Epoch 279, lr 0.114413
13:16:58 train - loss: 0.6960, acc: 0.9146
Epoch 280, lr 0.113886
13:19:21 train - loss: 0.6941, acc: 0.9152
13:19:51 valid - loss: 0.2136, acc: 0.9555
Epoch 281, lr 0.113359
13:22:15 train - loss: 0.6924, acc: 0.9158
Epoch 282, lr 0.112832
13:24:38 train - loss: 0.6934, acc: 0.9144
Epoch 283, lr 0.112304
13:27:01 train - loss: 0.6890, acc: 0.9167
Epoch 284, lr 0.111776
13:29:25 train - loss: 0.6900, acc: 0.9173
Epoch 285, lr 0.111247
13:31:49 train - loss: 0.6897, acc: 0.9166
Epoch 286, lr 0.110719
13:34:13 train - loss: 0.6927, acc: 0.9160
Epoch 287, lr 0.110190
13:36:36 train - loss: 0.6893, acc: 0.9168
Epoch 288, lr 0.109660
13:39:01 train - loss: 0.6946, acc: 0.9140
Epoch 289, lr 0.109131
13:41:24 train - loss: 0.6844, acc: 0.9184
Epoch 290, lr 0.108601
13:43:48 train - loss: 0.6899, acc: 0.9160
13:43:58 valid - loss: 0.2030, acc: 0.9588
Epoch 291, lr 0.108071
13:46:21 train - loss: 0.6874, acc: 0.9172
Epoch 292, lr 0.107540
13:48:45 train - loss: 0.6900, acc: 0.9173
Epoch 293, lr 0.107010
13:51:09 train - loss: 0.6816, acc: 0.9216
Epoch 294, lr 0.106479
13:53:32 train - loss: 0.6870, acc: 0.9170
Epoch 295, lr 0.105948
13:55:56 train - loss: 0.6848, acc: 0.9197
Epoch 296, lr 0.105417
13:58:19 train - loss: 0.6815, acc: 0.9194
Epoch 297, lr 0.104886
14:00:43 train - loss: 0.6894, acc: 0.9170
Epoch 298, lr 0.104354
14:03:06 train - loss: 0.6818, acc: 0.9202
Epoch 299, lr 0.103823
14:05:30 train - loss: 0.6839, acc: 0.9180
Epoch 300, lr 0.103291
14:07:53 train - loss: 0.6814, acc: 0.9199
14:08:02 valid - loss: 0.2194, acc: 0.9536
Epoch 301, lr 0.102759
14:10:25 train - loss: 0.6840, acc: 0.9198
Epoch 302, lr 0.102228
14:12:49 train - loss: 0.6896, acc: 0.9163
Epoch 303, lr 0.101696
14:15:13 train - loss: 0.6816, acc: 0.9202
Epoch 304, lr 0.101164
14:17:36 train - loss: 0.6827, acc: 0.9199
Epoch 305, lr 0.100632
14:20:00 train - loss: 0.6772, acc: 0.9221
Epoch 306, lr 0.100100
14:22:24 train - loss: 0.6824, acc: 0.9199
Epoch 307, lr 0.099568
14:24:49 train - loss: 0.6756, acc: 0.9226
Epoch 308, lr 0.099036
14:27:13 train - loss: 0.6777, acc: 0.9218
Epoch 309, lr 0.098504
14:29:38 train - loss: 0.6784, acc: 0.9221
Epoch 310, lr 0.097972
14:32:02 train - loss: 0.6803, acc: 0.9207
14:32:10 valid - loss: 0.2161, acc: 0.9555
Epoch 311, lr 0.097441
14:34:34 train - loss: 0.6769, acc: 0.9232
Epoch 312, lr 0.096909
14:36:58 train - loss: 0.6738, acc: 0.9232
Epoch 313, lr 0.096377
14:39:22 train - loss: 0.6792, acc: 0.9206
Epoch 314, lr 0.095846
14:41:47 train - loss: 0.6761, acc: 0.9226
